estimator,estimate,std.err
CATE_m0,6.427606703754032,0.9033562343164857
CATE_m1,-8.023543867392641,1.1028136374866688
CATE_m0_grf,6.316080262780237,0.8554141019027446
CATE_m1_grf,-8.157029530953327,1.0962542637632673
CATE_m0,7.471673770359242,0.9725757880280046
CATE_m1,-6.874879565028145,1.0364332381976782
CATE_m0_grf,7.246411643822937,0.8752700832395365
CATE_m1_grf,-6.784252268531752,1.0214596152243303
CATE_m0,6.95043025908238,0.9279950235932202
CATE_m1,-7.179133280932972,1.0926906019354217
CATE_m0_grf,7.107389081743883,0.8171678788662763
CATE_m1_grf,-7.648535526067392,1.0410591339462887
CATE_m0,9.276893665934443,0.9046817930106752
CATE_m1,-7.542162358497427,1.0240436501565877
CATE_m0_grf,9.237772749045021,0.8922163373975858
CATE_m1_grf,-7.617794808506569,1.0421044999120879
CATE_m0,7.862920800584222,0.907911693187707
CATE_m1,-7.745439390534996,0.9911305184062897
CATE_m0_grf,7.716991365513969,0.7997722237052189
CATE_m1_grf,-7.430739310580625,1.008589643445444
CATE_m0,9.549406570159398,0.9061668236650519
CATE_m1,-7.275825274911892,1.030288056867178
CATE_m0_grf,9.766891952414161,0.863750478310229
CATE_m1_grf,-7.472572830309717,0.9519620522827971
CATE_m0,7.012610522918624,0.9252016909383534
CATE_m1,-7.78494277317958,1.0474643442790992
CATE_m0_grf,7.065305369282619,0.7910061911882909
CATE_m1_grf,-7.5122931843634,1.0623351655988227
CATE_m0,8.386351229809012,0.9350058414450535
CATE_m1,-8.030635438645763,1.010228921482614
CATE_m0_grf,8.362959253326052,0.832104480022618
CATE_m1_grf,-8.603220979772408,0.9727383147020682
CATE_m0,6.96643197574562,0.8837533888536342
CATE_m1,-6.016696531195197,1.0451319969927593
CATE_m0_grf,6.959161174469265,0.8033958290905382
CATE_m1_grf,-5.925577292346831,1.035934327730035
CATE_m0,6.194023603738543,0.8572257398732737
CATE_m1,-6.173112974458947,1.0006266969528506
CATE_m0_grf,6.290976443338871,0.7698455510709786
CATE_m1_grf,-5.94480028257443,1.0254057329918997
CATE_m0,7.622126580859893,0.9018239240852569
CATE_m1,-7.945195445462092,1.0270862124451012
CATE_m0_grf,7.61845069541792,0.8707642762720934
CATE_m1_grf,-8.15423032853833,0.9972672551799097
CATE_m0,8.00930432981703,0.859885212193875
CATE_m1,-8.74673838490002,1.0437467959306226
CATE_m0_grf,7.961578259136677,0.8035000726733906
CATE_m1_grf,-8.66702185635201,1.0738298689830703
CATE_m0,7.578232710944986,0.8897207873192909
CATE_m1,-7.371818472861307,1.0452702217576044
CATE_m0_grf,8.224427116964192,0.8423753608213684
CATE_m1_grf,-7.549191363629126,1.0299524476617135
CATE_m0,7.64805677399889,0.9092449100182858
CATE_m1,-10.125471534273933,1.0564963786102153
CATE_m0_grf,7.341442750782982,0.883939945583239
CATE_m1_grf,-9.554389389351574,0.9617608364383888
CATE_m0,7.350012833719472,0.8575543376498507
CATE_m1,-6.736854357203331,1.0423365847716626
CATE_m0_grf,7.34778795227561,0.806810705160459
CATE_m1_grf,-7.157746182682909,1.0783050590064651
CATE_m0,7.566309531340191,0.8975841085735494
CATE_m1,-6.500451399663455,1.0265395792957734
CATE_m0_grf,8.046427615353258,0.8428815188462678
CATE_m1_grf,-6.6181353750114695,0.9954154146137801
CATE_m0,6.25703072098703,0.8517957647577353
CATE_m1,-9.327878625560174,1.0188926946639014
CATE_m0_grf,6.347707508379537,0.8405099855216801
CATE_m1_grf,-9.525242257998066,0.9694644653497542
CATE_m0,8.293553477736605,0.8751918206090228
CATE_m1,-10.228012953079379,1.0494114240818566
CATE_m0_grf,8.53818237553801,0.8367382271876845
CATE_m1_grf,-10.520995181408475,1.054909036430049
CATE_m0,8.857670364746696,0.9201411614863986
CATE_m1,-6.749009943169495,1.0071448162679772
CATE_m0_grf,8.823660490409749,0.8378482927458286
CATE_m1_grf,-6.4675727057662575,1.014754218825733
CATE_m0,9.352671310567972,0.8878744383624542
CATE_m1,-7.963999201252973,1.0286098965027226
CATE_m0_grf,9.545750526021587,0.855086280913067
CATE_m1_grf,-7.952114200956943,1.0196484096957996
CATE_m0,6.9968897350261505,0.9357087951274083
CATE_m1,-7.490413719887589,1.027605889129531
CATE_m0_grf,6.772435695961841,0.8353654104612267
CATE_m1_grf,-8.17419275919189,1.0306465245319403
CATE_m0,6.603837160552978,0.8849276375300821
CATE_m1,-6.5307378882945875,1.0185659210439584
CATE_m0_grf,6.479303525225379,0.811182960878565
CATE_m1_grf,-6.330375081940238,1.0140038815550991
CATE_m0,8.621798224289623,0.8927670785247385
CATE_m1,-7.694061119050737,1.021058985062747
CATE_m0_grf,8.42026047993721,0.8180938913410282
CATE_m1_grf,-8.06041147099659,1.0551214780120064
CATE_m0,8.22636328608986,0.9030278363386913
CATE_m1,-8.030910513195618,1.0608448284097227
CATE_m0_grf,8.605925408542708,0.8865463778610271
CATE_m1_grf,-7.7409191710457,1.0506241634957125
CATE_m0,8.186253385307236,0.8892654135294672
CATE_m1,-6.909617178539779,1.0609969338851268
CATE_m0_grf,8.591466616947667,0.8250342341739964
CATE_m1_grf,-6.720546733858305,1.0610427901283004
CATE_m0,5.248242002906514,0.8799637432004783
CATE_m1,-6.556302193204915,1.028848929894872
CATE_m0_grf,5.1703989800950225,0.7587073464551325
CATE_m1_grf,-6.538866810419285,1.1109507446825497
CATE_m0,8.61798146871643,0.9089769109173125
CATE_m1,-6.509132569050612,1.0479795730389743
CATE_m0_grf,8.697001271842819,0.88403633883779
CATE_m1_grf,-7.293971442659374,1.0965812463440054
CATE_m0,6.999214417204531,0.8808393711830584
CATE_m1,-6.919581596346308,1.0280456231460273
CATE_m0_grf,6.899834842012677,0.8727646021919611
CATE_m1_grf,-7.141841135958534,0.9662894355383052
CATE_m0,7.732891633428648,0.8950693080629524
CATE_m1,-8.437480938258943,1.0752296048981653
CATE_m0_grf,8.166698501643046,0.834865745029283
CATE_m1_grf,-8.653847843899554,1.0425660027790284
CATE_m0,7.213557845963565,0.9030882747484548
CATE_m1,-7.3677728078797875,0.9975855020471014
CATE_m0_grf,7.2366460402924115,0.7428390387323737
CATE_m1_grf,-7.346239199027976,1.022073724046406
CATE_m0,7.315145713152987,0.9118078759880992
CATE_m1,-5.430312557636077,1.0776458628176766
CATE_m0_grf,7.293102242930249,0.8416159469761583
CATE_m1_grf,-5.3251634128668925,1.1251888295475672
CATE_m0,7.6172864095752555,0.8793769358730116
CATE_m1,-5.726452051250915,1.023646629993322
CATE_m0_grf,8.035396217882683,0.7637850390052151
CATE_m1_grf,-5.691810228719784,1.0595490020714302
CATE_m0,7.858191448576265,0.890218910518527
CATE_m1,-5.767856289903295,1.063254622858649
CATE_m0_grf,7.764386759188683,0.8340487310589835
CATE_m1_grf,-6.144911143769981,0.9893943090968635
CATE_m0,6.622460564514362,0.9252491548146793
CATE_m1,-6.665421835198823,1.0988263969315515
CATE_m0_grf,6.749638218158021,0.9035430811688412
CATE_m1_grf,-6.946899346503131,1.1191943226709116
CATE_m0,6.05017090127784,0.9277651558045459
CATE_m1,-9.001980464576572,1.0362140903052546
CATE_m0_grf,5.9226529482644485,0.8553636705769876
CATE_m1_grf,-8.474957044496351,1.0713156126821888
CATE_m0,7.164642434760916,0.9412143715571689
CATE_m1,-6.495206348574715,1.0737097623341814
CATE_m0_grf,7.54258006920741,0.8353559238512399
